Country,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (current US$),Agricultural land (% of land area),Agricultural land (sq. km),Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),"Birth rate, crude (per 1,000 people)",Capture fisheries production (metric tons),Crop production index (2004-2006 = 100),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Export unit value index (2000 = 100),Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Food production index (2004-2006 = 100),"Foreign direct investment, net inflows (BoP, current US$)",Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP deflator (base year varies by country),GDP deflator: linked series (base year varies by country),GDP growth (annual %),GDP per capita (constant 2010 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),GDP: linked series (current LCU),Import unit value index (2000 = 100),Import value index (2000 = 100),Import volume index (2000 = 100),"Incidence of tuberculosis (per 100,000 people)",Individuals using the Internet (% of population),"Inflation, GDP deflator (annual %)","Inflation, GDP deflator: linked series (annual %)",International migrant stock (% of population),"International migrant stock, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2004-2006 = 100),Lower secondary school starting age (years),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Mineral rents (% of GDP),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Net barter terms of trade index (2000 = 100),People practicing open defecation (% of population),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Population density (people per sq. km of land area),Population growth (annual %),"Population, total","Preprimary education, duration (years)","Primary education, duration (years)",Primary school starting age (years),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural population,Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)",Secure Internet servers,Secure Internet servers (per 1 million people),Surface area (sq. km),Total fisheries production (metric tons),Total natural resources rents (% of GDP),"Tuberculosis case detection rate (%, all forms)",Urban population,Urban population (% of total population),Urban population growth (annual %),Happiness Score
Iceland,100,100,100,60494593.79,0,0,18.67331671,18720,1.206982544,0.365763342,121000,12.5,1335947,89.09,131.9187084,6.6,132.0094615,249.3785856,188.9096302,1.8,124436,37.68013251,168149,50.91674918,119.8,1145767445,0.490773075,492.0000076,0.000293325,15682299357,2288020000000,2288020000000,17344165907,100,100,4.467860506,47405.04317,6916312.638,6916312.638,52428.59576,3.385018756,2288020000000,149.1263837,205.0651911,137.5110065,2.4,98.2,5.623228956,5.623228956,11.3901495,37522,100250,83.8,81.2,82.46829268,120.7,13,4741000000,4742021058,0.02675684,0.304626273,91.57362983,2.218699131,3.102781751,0.304476147,0.028024907,2.530002029,8.399613332,5309000000,5309488618,2.51E-05,0.350252055,77.51628782,8.753224283,2.487854867,9.621273229,0.817593409,0.488995398,22.48368711,0,383919,116.2534861,88.52186868,0,99.99999769,98.78311465,3.299900249,1.041940387,330815,3,7,6,99.97872227,77.02968921,20841,6.3,0.51955666,7,2518,7611.50492,103000,1344330,0.000293325,87,309974,93.7,1.077160783,7.561
India,88,83.36654488,97.5,73024416134,9272200068,3231757371,60.44719645,1797210,52.62462204,0.119423511,156463000,18.625,4862038,139.61,65.4685,7.194,149.8400465,631.0724811,421.1640985,2.295,16942750,1.293189247,25520000,1.947864992,141,44009492130,23.77311911,706820,0.301783758,2294950000000,113695000000000,137719000000000,2103590000000,121.1300602,121.1300602,7.996253786,1751.664434,86779.92812,105116.5792,1605.605431,6.79703975,137719000000000,141.5535438,762.5082245,538.6712365,217,17,2.279588108,2.279588108,0.399752709,5240960,2973190,69.835,67.468,68.607,149.7,11,267444000000,266163000000,0.853869884,18.78777768,63.69032908,10.76933041,2.794255886,3.456449393,6.646330104,8.110692114,28.80947094,392866000000,392230000000,2.22835113,19.11361864,52.72935648,24.34490142,2.161490996,4.367215121,0.773178622,7.868984304,44.26911377,0.336320004,1001056000,76.40759943,105.8539706,31.09645208,91.04228455,54.34514918,440.6554586,1.116633091,1310152403,3,5,6,15.34305035,36.02122257,880723750,67.223,0.533714056,7,15313,11.68795322,3287259.063,10100000,1.834144643,59,429428653,32.777,2.322890672,4.565
Indonesia,97.53736744,94.54762102,99.83139359,14704864715,12858204911,3442721746,31.46442036,570000,12.97217331,0.090950166,23500000,19.165,6739658,142.32,13389.4129,6.419,202.6117921,229.9074966,113.4719229,2.389,3983000,1.541508557,10378037,4.016528455,143.84,19779127977,50.23819118,910100,0.523116966,988129000000,8.98E+15,1.15E+16,860854000000,128.319631,128.319631,4.8763223,3824.274885,34764315.77,44609441.72,3331.695128,3.555439566,1.15E+16,167.1391172,327.319188,195.8363747,325,21.97606771,3.98024266,3.98024266,0.127675543,328846,1811570,72.992,68.651,70.768,143.16,13,150366000000,150393000000,0.025264828,4.596413729,58.3470849,24.2239504,1.796461311,1.774375635,10.29282557,1.920246868,17.40369987,142695000000,142695000000,0.272303482,5.087221725,55.81328951,35.10069605,2.162272119,1.92782611,2.114287909,1.980160863,8.813710956,0.762394074,338948340,131.1804585,121.2234427,12.10001512,87.95873345,69.37641292,142.6294628,1.267465577,258383256,2,6,7,10.65115563,36.8793481,120631391,46.687,-0.174315009,6,4569,17.68303438,1913580,22400000,3.71844503,39,137751865,53.313,2.547356187,5.399
Iraq,99.90605164,99.68766128,100,5271233812,16622369538,0,21.42225296,93000,11.5173403,0.14055896,5000000,31.109,27296,61.38,1167.3333,4.965,181.2540329,282.5176644,155.8683467,3.972,,,1997000,5.61392485,64.92,-7574200000,1.90036115,8250,0.006037065,188466000000,180534000000000,207200000000000,177499000000,114.7708367,114.7708367,2.477664617,5298.103912,5075124.879,5824763.29,4989.803075,-0.864992152,207200000000000,147.6718482,442.9757759,299.9730695,43,58,-26.1,-26.1,0.971576098,353881,434128.0078,71.993,67.878,69.929,124.72,12,57577000000,51499753593,0,3.781661241,51.8633551,23.37330866,0.711178702,0.926278278,20.77317321,0.21808615,46.002025,58517000000,36316089488,0,8.850471437,33.09461013,24.30445933,33.09634002,1.051798716,3.767043075,0.12260325,62.34224439,0,33559000,94.34036257,122.7410878,0.327922599,94.68707657,90.74158978,81.93956704,3.316223191,35572261,2,6,6,3.731754737,0.798830769,10699780,30.079,2.775778425,6,87,2.445725899,435051.9922,52099,35.1328779,53,24872481,69.921,3.549616205,4.677
Ireland,100,100,100,1236666276,3016440.305,101440125,64.30541443,44300,6.575700392,0.096342863,453000,13.9,264373,106.98,0.901658962,6.4,132.0864714,159.7490704,120.9427951,1.85,1309467,28.14590241,1932059,41.52799884,109.01,235506000000,10.94527536,7540.200195,0.013354907,307662000000,262833000000,262833000000,291500000000,100,100,25.16253305,65432.73444,55898.72853,55898.72853,61995.42278,23.98551001,262833000000,117.9938744,151.1859005,128.130296,7.3,83.49479167,7.789560861,7.789560861,15.91693657,746260,68890,83.4,79.6,81.45365854,109.14,13,123361000000,123362000000,0.443154638,2.254517351,91.86495718,2.180057179,1.502795896,1.680720467,0.635610707,0.936773585,7.691888178,76977000000,76976587175,0.830529511,0.378893876,89.97660324,4.994625082,1.087968803,1.415815376,0.878149006,0.69222786,9.192867245,0.040100111,4902009,105.3646002,111.9434988,0,97.37212799,91.04727904,68.25311366,0.944845307,4701957,1,8,5,27.96540802,9.081399013,1761447,37.462,0.417687503,5,15020,3194.414581,70280,304023,0.056635539,87,2940510,62.538,1.261963534,6.94
Israel,100,100,100,1963026462,342971238.7,139068292,24.67190501,5339.000244,13.73382681,0.035464972,297200.0122,21.3,2078,97.4,3.886833333,5.3,149.6474901,202.8419766,135.5465276,3.09,2173000,27.23573007,3412000,42.76498435,106.64,11336200000,7.624768946,1650,0.00017205,277142000000,1165320000000,1165320000000,299813000000,100,100,2.290092123,33071.41213,139058.44,139058.44,35776.79517,0.283374883,1165320000000,133.5820896,172.4502468,129.0968328,4,77.35208966,2.858238315,2.858238315,24.94690004,2011727,21640,84.1,80.1,82.05121951,113.43,12,63701000000,66040100000,9.184874039,0.355541557,67.83181734,10.83296361,4.661107418,2.322074013,3.551781418,1.259840612,22.98330863,64990000000,62004700000,10.85788658,0.77365103,67.30957492,11.06625788,5.769078796,0.694947319,3.264752511,0.263850966,21.8325385,0.082017777,10570000,132.4812089,112.0266127,0,100.0000015,100.0000015,387.2504621,1.981288976,8380100,3,6,6,1.89020023,3.707766913,655408,7.821,1.026908389,6,10936,1304.99636,22070,21718,0.247571111,87,7724692,92.179,2.062684956,7.278
Italy,100,100,100,9462546537,1054545134,0,44.00965527,129450,22.44169443,0.108693179,6601000,8,198768.9,91.28,0.901658962,10.7,177.980747,190.0023723,106.7544526,1.35,14900171,24.59646983,20209324,33.36055862,93.4,13303439230,31.60739784,92970,0.011708517,2062500000000,1655360000000,1655360000000,1835900000000,100,100,0.778304351,33961.43619,27257.35446,27257.35446,30230.2263,0.875477402,1655350000000,144.0593511,172.1077139,119.4700049,6.6,58.14173496,0.931863575,0.931863575,9.680767742,5788875,294140,84.9,80.3,82.54390244,93.95,11,456989000000,456989000000,1.047717121,7.3125181,77.91386845,3.772381381,8.051203066,2.563934035,1.089587795,1.369667918,21.03841443,410919000000,410919000000,0.354915258,5.684070524,68.57653027,9.679056398,11.54588336,1.920071939,1.691455368,2.056337691,31.06855448,0,87691238,144.756385,123.5468199,0,99.44225397,98.77134583,206.4682872,-0.096376133,60730582,3,5,6,38.67922518,16.51685058,18483353,30.435,-1.054477376,8,38140,628.0196689,301340,347531.5,0.083370335,87,42247229,69.565,0.325701454,5.948
Jamaica,97.45888519,94.37395521,100,217232620.7,0,19122932.14,40.99722992,4440,11.08033241,0.041507827,120000,16.633,17025,100.6,116.9698,7.523,148.8358258,97.50669951,65.5129227,2.026,228890,7.917272133,252849,8.746010492,101.63,924977863.7,30.95106299,3352.000122,0.205267805,13651535656,855021000000,1659530000000,14187696311,194.0925428,194.0925428,0.92268214,4722.046521,295750.5324,574029.7286,4907.50372,0.36815251,1659530000000,173.6969466,151.2370285,87.06948016,4.5,42.22122119,6.65568686,6.65568686,0.829367047,23167,10830,75.687,72.574,74.098,101.74,12,1263000000,1282607989,1.395117382,1.899477019,81.96567494,2.302955326,10.22371333,4.074133909,0.029369301,0.007393529,12.56507377,4993000000,4998255597,2.401274518,0.096596461,66.95838908,10.06783597,0.470742893,19.00140702,1.011909536,0.076652162,11.63892938,1.080285272,3137213,108.5157458,85.68707091,0.750488609,90.46776599,86.94518239,266.945614,0.550974945,2891021,3,6,6,10.26200873,16.77190746,1305787,45.167,0.001148739,5,351,121.4103945,10990,17692,1.285553077,80,1585234,54.833,1.006158876,5.709
Japan,100,100,100,37090384106,389831324.3,149640816,12.33267501,44960,11.53445249,0.033073517,4205000,8,3550108,89.78,121.0440257,10.3,84.54891018,130.3551706,154.1772335,1.45,38872579,30.37273009,63705579,49.77576497,95.79,5252218412,68.46061005,249580,0.015161805,5988670000000,531320000000000,531320000000000,4389480000000,100,100,1.222921041,47102.58088,4178980.817,4178980.817,34524.46986,1.330400881,531320000000000,126.8233653,170.7417926,134.6296026,16,91.05802839,2.145396779,2.145396779,1.614775057,2043877,364560,86.99,80.75,83.79390244,100.97,12,624787000000,624801000000,0.298448936,4.284210549,62.08346578,29.5890539,1.393577258,2.968664875,1.98811813,1.047126801,37.61808529,647982000000,647990000000,0.011595247,11.74620759,52.36223929,38.76049136,2.874405731,2.530550365,1.003924484,1.54689232,47.62616547,0.004442765,160559734,125.4518632,66.66666667,0,98.92979167,99.91012708,348.7519201,-0.106124994,127141000,3,6,6,15.98478072,6.297357081,10958283,8.619,-0.995531554,6,191255,1504.274782,377971.0156,4655760,0.030027229,87,116182717,91.381,-0.021827026,5.987
Jordan,100,100,100,802135753.4,3421799.63,95973655.44,11.89795054,10563.00049,2.56701953,0.024593768,227899.9939,24.274,873,147.05,0.71,3.813,225.1850685,412.4463613,183.1588409,3.071,309823,3.343446743,368938,3.981384708,150.33,1600281690,1.09822032,975,0.037782421,30629948424,27282922900,27010850000,38043450704,99.00277217,99.00277217,2.391695959,3305.422815,2944.229438,2914.868762,4105.448961,-1.437268338,27010850000,283.8939236,445.3796568,156.8824197,5.7,60.11438269,2.272417848,2.272417848,40.9771116,3112026,88780,75.817,72.441,74.078,156.39,12,7833000000,6757001281,3.106326272,50.94421521,56.37436591,6.277509717,2.170030815,0.061157262,9.522534069,2.332264335,20.3634962,20475000000,20466181408,0.502803361,25.56247032,63.08008989,16.24491858,7.774958862,2.580450678,3.25830821,1.696562451,31.55519879,1.420697832,13797968,148.9004082,79.32014383,0.178549282,99.00477858,97.52729498,104.3768304,3.811240004,9266575,2,6,6,0.967708005,3.229170042,902935,9.744,1.21788306,6,426,45.97167778,89320,1758,1.47891139,80,8363640,90.256,4.09528273,5.192
Kazakhstan,100,100,100,7461760842,6489781259,2840422004,80.37633811,2169920,10.88824684,1.675615634,29395000,22.71,40461,151.06,221.7283,7.46,227.284009,521.5020086,229.449494,2.73,2301000,13.09468418,4147800,23.60457673,131.29,6577824050,1.225691744,33090,0.0036316,186260000000,12913700000000,40884100000000,184388000000,316.5944864,316.5944864,1.2,10617.47466,736126.396,2330535.583,10510.77189,-0.268267118,40884100000000,149.6896619,606.5019841,405.1729268,81,70.8299336,1.823549877,1.823549877,20.12330509,3546778,2699700,76.9,67.5,72,117.42,11,45956000000,45952036082,0,0.227844611,61.8562227,12.11688666,23.20035476,0.135981502,1.294508533,0.052018798,14.94342254,30568000000,30600116363,0.146238447,0.424316465,33.46963439,17.9788147,45.69972855,0.906904849,1.071796039,0.334369225,20.68439861,2.624037348,26309300,149.7227182,151.836811,0,94.46207059,97.73782708,6.498057562,1.461484685,17542806,4,4,7,8.874027877,1.558442912,7509900,42.809,1.291112455,7,845,48.16789287,2724901.875,41191.4,10.83166094,99,10032906,57.191,1.589203106,5.855
Kenya,41.6,29.00258582,78.1,459127912.4,0,2079424.326,48.54693046,276300,10.19081421,0.121140384,5800000,30.688,165387,137.6,98.1785,5.928,180.649165,340.6352731,188.5617756,3.765,135107,0.28218817,85496,0.17856928,128.23,619724470.5,7.753803985,44130,2.836357279,52337445097,4061900000000,6284180000000,64007750179,154.7104226,154.7104226,5.718507131,1093.13417,84837.9829,131253.2019,1336.883349,3.116621981,6284180000000,171.8510129,518.2198186,301.5517976,380,16.58785485,10.02498138,10.02498138,2.354722885,1084357,569140,67.111,62.452,64.798,114.62,12,5906000000,5907625040,0.675615662,14.70890673,41.60286909,2.247826802,2.604820904,0.27247733,12.44063636,34.71139915,23.01011609,16093000000,16096386566,0.001436142,13.57652718,42.05145897,27.83483731,2.486229753,0.333170142,17.31579697,7.231688114,50.71541677,0.004234268,37715944,78.77455056,105.1196394,11.14490565,57.63829703,29.54663237,84.12400464,2.491936871,47878336,3,6,6,87.51424723,72.66275251,35593713,74.342,1.905834645,6,619,12.92860303,580370,184445,2.840591546,45,12284623,25.658,4.209778268,4.419
Kosovo,100,100,100,260286467.1,2171505.216,25016545.4,,,,,,17.1,,,0.9017,7,,,,2.09,,,,,,343350610.6,,,0,6819338312,4860357257,5807009000,6440067650,119.4769992,119.4769992,4.095280929,3784.736548,2697.500975,3222.893218,3574.24112,5.250739703,5807009000,,,,,,0.198610697,0.198610697,,,10887,73.6,69.2,71.34634146,,,,371218191,0,1.056560291,29.09843095,,62.39388441,0.018345545,4.58854911,3.365574291,8.507684636,,2906849710,0.00425636,0.546185754,44.60083824,12.91715257,37.48746659,2.946947195,1.474645244,0.047987517,17.90743881,0.684298514,,,,,,,165.5001378,-1.103885809,1801800,,,,2.287955548,20.45090897,,,,,,,10887,,0.931771754,,,,,5.589
Kuwait,100,100,100,2961046481,11391603898,0,8.383838041,1493.999939,0.432098755,0.002007513,7699.999809,16.086,4287,173.77,0.3009,2.451,191.1149189,278.4637709,145.704884,2.083,55000,1.433938082,480000,12.51436871,191.25,284647623.8,0.350729517,62.5,0.000692635,137964000000,39540400000,34473300000,114567000000,87.18500572,87.18500572,0.592763704,35969.34931,10308.81551,8987.741394,29869.52939,-3.200821868,34473300000,137.9921583,432.6309674,313.5185165,22,72,-25.95839054,-25.95839054,73.63955073,2866136,17820,76.173,74.396,75.13,204.06,11,54122000000,54053392388,9.64E-06,7.153525121,58.31054824,18.7872575,0.261362214,0.807615783,14.7178765,2.990825977,41.68944212,30963000000,32126800026,0.900218863,19.40781136,62.93340911,21.24499187,3.396294602,1.925293349,5.279548357,0.769278726,36.16637203,0,7664743,199.832125,138.4969416,0,100,100,215.2407969,3.844181983,3835591,2,5,6,0,0,0,0,,7,1276,332.6736349,17820,4549,37.96538878,87,3835591,100,3.844181983,6.295
Latvia,100,100,100,214258806,0,0,30.30717272,18845,19.77806447,0.621887867,1229800.049,11.1,81532,196.96,0.901658962,14.4,169.7766338,649.1927617,382.380512,1.7,503503,25.20446279,356000,17.8207255,168.83,838627741.1,53.97233837,33560,0.935339693,28362195619,24425959000,24425959000,27090019663,100,100,3.260524381,14342.25455,12351.77017,12351.77017,13698.93795,4.109311692,24425959000,134.8045267,452.1577074,335.4173026,40,79.2006,0.00222371,0.00222371,13.35324026,263126,62180,79.5,69.7,74.4804878,126.38,13,12130000000,12129747993,0.385131901,3.800845321,76.10930891,1.39959587,18.39820208,0.395504639,0.394106514,0.70063759,23.50555919,14476000000,14476324286,4.26E-06,0.105797229,82.62755062,4.166855088,12.68962379,0.071999631,0.338118054,0.051658618,17.37244513,0,2590000,129.6507839,125.9428284,0,98.52335949,91.41685799,31.80326472,-0.818626341,1977527,4,6,7,50.17169709,38.09801717,633204,32.02,-0.906016475,6,2596,1312.750724,64490,82394.85,0.935339693,87,1344323,67.98,-0.777437304,5.098
Lebanon,100,100,100,733324888.2,0,0,64.32062561,6580,12.90322581,0.020206108,132000,17.737,3638,96.18,1507.5,4.109,175.9158881,557.1860394,316.734347,2.103,,,1012849,15.504346,89.97,2159289952,13.42131017,1373.000031,0.001874526,41812922056,63033000000000,75335600000000,49973893201,119.5178207,119.5178207,0.415030765,6400.579067,9648872.943,11532122.66,7649.832611,-3.739309849,75335600000000,166.6885542,304.4150241,182.6250312,12,74,3.046299654,3.046299654,34.1456803,1997776,10230,80.731,76.967,78.768,77.46,12,3982000000,3981034478,4.438247746,51.99023885,45.71225263,4.319709562,3.148193533,0.821058802,1.725689827,15.255462,25.27011372,18965000000,18948098734,0.277761446,11.56861763,61.37949259,14.18436238,12.17182226,2.52234681,2.237785859,1.866521063,32.98283837,0,4657651,71.29772813,105.5356733,0.036538462,92.25819239,95.35936538,638.5804497,4.225187136,6532678,3,6,6,2.603826919,3.64671967,776997,11.894,2.897307708,6,547,83.73288872,10450,4663,0.001874526,87,5755681,88.106,4.405804734,4.839
Lesotho,29.96918678,17.81213053,62.99224854,75029510,0,0,73.25428195,22240,7.213438735,0.106361227,219000,27.799,52,100.17,13.9865,15.75,115.3618873,382.4728875,331.5418085,3.218,2062,0.10014468,40570,1.970353872,97.69,113220010.4,1.613965744,490,5.541453454,2917302749,23722415729,32026274270,2289799040,135.0042704,135.0042704,2.71747593,1416.839726,11521.21116,15554.12707,1112.081441,1.940043769,32026274270,136.0132125,249.3568645,183.3328247,788,25,9.881511129,9.881511129,0.307818842,6572,30360,54.266,47.979,51.038,96.93,13,844000000,682993389,0,0.000117278,56.19062954,0.000455641,,0.010355884,0.036335052,43.76210661,0.047263854,2018000000,2022974015,0,0.042092483,13.05329555,5.024567604,0.045108637,0.420184339,4.503770949,76.95279512,9.993909338,0,2140141,103.9397364,84.81667712,29.32744585,68.49549804,39.0626453,67.82019104,0.759743303,2059021,3,7,6,100,52.13920609,1504980,73.092,0.205862325,5,14,6.799347845,30360,1053,5.541453454,47,554041,26.908,2.279959985,4.898
Liberia,15.33623123,4.964234019,25.78317833,27744615.82,0,24205447.18,28.03156146,27000,5.1910299,0.111801048,500000,34.297,14700,107.92,1,8.213,155.8057091,86.10942249,55.26718052,4.54,7000,0.156521467,9000,0.201241886,132.61,232679832.5,43.38662791,41790,18.96151255,2555669829,1406984500,3177000000,3177000000,225.8020611,225.8020611,0,571.4531295,314.6046827,710.3838577,710.3838577,-2.520554623,3177000000,135.0183928,252.5748503,187.0669951,308,33,1.049618321,1.049618321,2.526491982,113779,96320,63.688,60.856,62.269,140.49,12,283000000,1857874059,0,0.887170899,95.24091708,1.325211571,,0.025953912,0.75062736,2.657290076,2.101792843,1687000000,591587378,0.022314371,3.993683922,32.72506281,33.42577823,8.423299221,2.030636462,7.370948675,15.01970923,52.2329136,7.136745684,3652000,81.65948531,115.3959145,41.4245139,71.94231447,16.68808774,46.4309593,2.552864685,4472230,3,6,6,0,83.84704334,2244165,50.18,1.713446134,6,4,0.894408382,111370,14740,26.09825823,42,2228065,49.82,3.405532302,4.571
Libya,73.24200439,73.24200439,73.24200439,1656016946,837035738,0,8.723871012,153500,0.977528218,0.267983108,1720000,20.465,26002,115.87,1.3812,5.111,216.426429,89.52174391,41.36359146,2.356,61000,0.950405208,1063265,16.56610808,116.28,0,0.123327688,2170,0.18805844,37867414402,24107522800,38455552000,27842131480,159.5168127,159.5168127,-8.862039363,5899.899647,3756.051674,5991.533915,4337.919139,-9.661168441,38455552000,160.4937491,440.2197213,274.2908829,40,19.01607978,-19.39851239,-19.39851239,12.28244987,771146,1759540,75.29,69.239,72.121,117.61,12,11392000000,8134061646,0,6.151664455,81.22385868,9.552457196,3.186540431,0.003662561,0.080242593,0.239818173,13.06272095,16429000000,8210114284,14.28242936,7.661426202,37.82190451,19.10200097,19.16463995,1.543160176,1.648113806,0.165412046,41.62332695,0,9747080,151.8635343,134.8503791,0,97.63947368,99.86315789,3.647723269,0.88070131,6418315,2,6,6,0,1.966554457,1330517,20.73,-0.370446925,6,40,6.232165296,1759540,26012,28.68363274,38,5087798,79.27,1.210489372,5.754
Lithuania,100,100,100,385415203.4,9547513.544,0,47.97924824,30058.99902,34.66719716,0.747665126,2171899.902,10.8,85144,216.04,0.901658962,14.4,172.665297,666.6264522,386.0801585,1.7,833298,28.42196816,561919,19.16582534,145.44,970017859,34.79648843,21800,0.316836273,44579977486,37321825300,37321825300,41392396558,100,100,2.033148074,15346.42295,12847.84221,12847.84221,14249.11497,2.997558037,37321825300,143.033986,516.0201786,360.7675301,55,71.378,0.091326904,0.091326904,4.726089623,136036,62650,79.7,69.2,74.32195122,91.79,11,25393000000,25392552606,0.245602472,1.692492932,71.86595299,0.63949581,25.55269412,0.238272252,0.277719692,0.588642254,27.88844453,28154000000,28153620639,0.000550075,0.830166077,71.95083721,3.165740153,23.0879766,0.354902981,0.3053946,0.572725388,28.04861271,0,4184053,142.7088762,120.7162729,0,96.604137,92.26720966,46.36727853,-0.940753797,2904910,4,4,7,39.40817285,28.96117925,951939,32.77,-1.312339043,8,3443,1185.234654,65286.00098,89594.17,0.348677294,87,1952971,67.23,-0.759129788,5.833
Luxembourg,100,100,100,293584381.9,0,0,54.02057789,1312.700043,25.84362109,0.110252033,62799.99924,10.7,0,87.21,0.901658962,7,113.7294826,205.1477551,180.3822109,1.47,195300,34.46018552,276900,48.85829682,108.72,12494731939,35.67901109,866.9999695,0.013269883,61311156256,52065808000,52065808000,57744457955,100,100,4.306432538,107638.2123,91407.02664,91407.02664,101376.4966,1.873670555,52065808000,124.8647161,207.0100231,165.7874454,6.1,96.38,0.184034941,0.184034941,43.96413394,249325,2430,84.7,80,82.29268293,105.68,12,17145000000,17144704625,1.507027911,1.964789131,91.08246233,1.952794658,2.820113391,0.783675053,0.413083728,0.935576031,7.410509757,23289000000,23288957510,0.048239003,0.105597569,83.16908873,12.10312059,0.333713954,4.143982819,0.031624816,0.15899348,16.78267227,0,806800,142.3577966,91.08216162,0,99.925172,97.61073912,234.4049383,2.359951181,569604,3,6,6,32.38166792,9.031313661,55941,9.821,-0.598836201,7,3133,5500.312498,2590,0,0.013269883,87,513663,90.179,2.687531351,6.946
Madagascar,20.00931168,0,66.22503662,101162953.5,4187093.477,119099751.7,71.18425576,414150,6.015812994,0.144424663,3500000,33.392,114753,115.52,2933.5083,6.472,136.3205745,248.5849515,182.3532158,4.241,23694,0.097771371,148635,0.613330281,120.05,328059305.6,21.43863871,124730,9.449368805,11388624099,18789000000000,33216200000000,11323020829,176.7854005,176.7854005,3.132298073,469.9423432,775312.0791,1370638.564,467.2352774,0.390790757,33216200000000,156.6467026,254.7471677,162.6252985,233,4.17397219,6.503716692,6.503716692,0.132347777,32075,581800,67.091,63.999,65.539,124.04,11,2048000000,2176714306,4.087213409,1.774878857,72.91516827,8.691067012,0.571069247,0.177569973,5.931029839,7.022162007,15.97545631,2795000000,2978553501,7.398522737,18.42549693,44.22035013,23.95706492,2.685995735,1.315726711,9.555769097,9.076635485,39.30449165,2.209378207,10693765,44.12695456,87.02422219,43.89839654,51.975829,9.739278835,41.65364043,2.694213382,24234088,3,5,6,54.59645655,70.17441591,15705385,64.807,1.682483344,7,39,1.609303391,587295,137447.2,11.74195725,52,8528703,35.193,4.584498314,3.681
Malawi,10.8,3.412199908,48.7,39029478.52,785135.0189,239859.3479,61.4128129,57900,40.30547306,0.226929307,3800000,35.839,141643,144.38,499.6058,7.415,175.3004371,284.7811872,162.45321,4.527,5855,0.034965029,14462,0.086364517,150.41,516092796.5,33.37929571,31470,9.319726251,8499051829,1278990000000,3184090000000,6373212641,248.9529541,248.9529541,2.799999999,507.548405,76379.28456,190148.4852,380.5970331,0.002055023,3184090000000,154.3355363,434.2429161,281.3628841,204,5.3,20.53465854,20.53465854,1.249811795,215158,94280,65.016,58.898,61.953,245.5,12,1080000000,1079520360,0,8.298806333,42.23025094,6.947421075,6.423058014,0.032429958,4.915804552,33.22975428,24.53999478,2312000000,2313336991,0.33905579,13.83027887,37.00990021,16.35603561,1.695113473,0.169518752,10.74790474,33.3121093,29.33893469,0.014029705,6566707,39.21521754,113.5839751,6.846146105,66.9893135,25.58231452,177.6124629,2.7594617,16745303,3,6,6,91.30682899,83.6494337,14013642,83.687,2.543418122,6,38,2.269293067,118480,146617,9.351188177,46,2731661,16.313,3.875181908,4.292
